"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"387","387","35","0","3","944","3","1","3","3","3","1","92","3","3","8","3","1","8789","9096","1","0","14","3","1","0","10","3","4","10","7","0","8"
"388","388","29","0","2","232","2","19","3","6","4","2","34","3","2","5","4","3","4262","22645","4","0","12","3","2","2","8","2","4","3","2","1","2"
"389","389","36","0","2","530","3","2","4","2","3","1","51","3","2","9","4","1","4502","7439","3","0","15","3","3","0","17","2","2","13","7","6","7"
"390","390","21","1","3","756","3","1","1","6","1","1","99","2","1","9","2","1","2174","9150","1","1","11","3","3","0","3","3","3","3","2","1","2"
"391","391","34","0","2","1111","3","8","2","2","3","1","93","3","2","8","1","2","6500","13305","5","0","17","3","2","1","6","1","3","3","2","1","2"
"392","392","26","0","2","1443","3","23","3","3","3","1","47","2","2","8","4","2","4157","21436","7","1","19","3","3","1","5","2","2","2","2","0","0"
"393","393","31","0","1","976","2","3","2","4","3","2","48","3","1","7","1","3","3065","3995","1","1","13","3","4","1","4","3","4","4","2","2","3"
"394","394","60","0","3","1499","3","28","3","3","3","1","80","2","3","8","1","2","10266","2845","4","0","19","3","4","0","22","5","4","18","13","13","11"
"395","395","42","0","3","1271","2","2","1","4","2","2","35","3","1","7","4","1","2515","9068","5","1","14","3","4","0","8","2","3","2","1","2","2"
"396","396","31","0","2","192","2","2","4","2","3","2","32","3","1","7","4","3","2695","7747","0","1","18","3","2","1","3","2","1","2","2","2","2"
"397","397","46","0","2","1009","2","2","3","2","1","2","51","3","4","6","3","2","17861","2288","6","0","13","3","3","0","26","2","1","3","2","0","1"
"398","398","34","1","2","1107","1","9","4","6","1","1","52","3","1","2","3","2","2742","3072","1","0","15","3","4","0","2","0","3","2","2","2","2"
"399","399","56","0","1","667","2","1","4","2","3","2","57","3","2","1","3","3","6306","26236","1","0","21","4","1","1","13","2","2","13","12","1","9"
"400","400","44","0","3","1193","2","2","1","4","2","2","86","3","3","5","3","1","10209","19719","5","1","18","3","2","0","16","2","2","2","2","2","2"
"401","401","30","0","2","317","2","2","3","2","3","1","43","1","2","5","4","1","6091","24793","2","0","20","4","3","0","11","2","3","5","4","0","2"
"402","402","42","0","1","926","2","21","2","4","3","1","36","3","2","5","3","3","5265","16439","2","0","16","3","2","1","11","5","3","5","3","0","2"
"403","403","47","0","2","207","2","9","4","2","2","1","64","3","1","3","3","1","2105","5411","4","0","12","3","3","0","7","2","3","2","2","2","0"
"404","404","36","0","2","711","2","5","4","2","2","1","42","3","3","1","1","2","8008","22792","4","0","12","3","3","2","9","6","3","3","2","0","2"
"405","405","35","0","2","1343","2","27","1","4","3","1","53","2","1","7","1","1","2559","17852","1","0","11","3","4","0","6","3","2","6","5","1","1"
"406","406","43","0","2","782","2","6","4","5","2","2","50","2","4","6","4","3","16627","2671","4","1","14","3","3","1","21","3","2","1","0","0","0"
"407","407","31","0","2","196","3","29","4","3","1","1","91","2","2","8","4","2","5468","13402","1","0","14","3","1","2","13","3","3","12","7","5","7"
"408","408","36","0","2","917","2","6","4","2","3","2","60","1","1","3","3","3","2741","6865","1","0","14","3","3","1","7","4","3","7","7","1","7"
"409","409","53","0","2","1219","3","2","4","2","1","1","78","2","4","4","4","2","15427","22021","2","0","16","3","3","0","31","3","3","25","8","3","7"
"410","410","43","0","2","589","2","14","2","2","2","2","94","3","4","6","1","2","17159","5200","6","0","24","4","3","1","22","3","3","4","1","1","0"
"411","411","36","0","2","1278","1","8","3","2","1","2","77","2","1","2","1","2","2342","8635","0","0","21","4","3","0","6","3","3","5","4","0","3"
"412","412","41","0","2","918","3","6","3","3","4","2","35","3","3","8","3","1","9241","15869","1","0","12","3","2","0","10","3","3","10","8","8","7"
"413","413","37","0","2","408","2","19","2","2","2","2","73","3","1","7","2","2","3022","10227","4","0","21","4","1","0","8","1","3","1","0","0","0"
"414","414","32","0","3","1318","3","10","4","3","4","2","79","3","2","8","4","1","4648","26075","8","0","13","3","3","0","4","2","4","0","0","0","0"
"415","415","34","1","3","296","3","6","2","3","4","1","33","1","1","9","3","3","2351","12253","0","0","16","3","4","1","3","3","2","2","2","1","0"
"416","416","35","0","1","1180","2","2","2","4","2","2","90","3","2","5","4","3","5762","24442","2","0","14","3","3","1","15","6","3","7","7","1","7"
"417","417","30","0","1","1116","2","2","3","4","3","1","49","3","1","3","4","1","2564","7181","0","0","14","3","3","0","12","2","2","11","7","6","7"
"418","418","36","0","3","566","2","18","4","2","3","2","81","4","1","3","4","2","3688","7122","4","0","18","3","4","2","4","2","3","1","0","0","0"
"419","419","37","0","2","977","2","1","3","2","4","1","56","2","2","5","4","2","6474","9961","1","0","13","3","2","1","14","2","2","14","8","3","11"
"420","420","29","0","2","986","2","3","4","4","2","2","93","2","3","6","3","2","11935","21526","1","0","18","3","3","0","10","2","3","10","2","0","7"
"421","421","34","0","2","1153","2","1","2","4","1","2","94","3","2","5","2","2","4325","17736","1","0","15","3","3","0","5","2","3","5","2","1","3"
"422","422","37","0","1","1063","2","25","5","4","2","1","72","3","2","7","3","2","4449","23866","3","1","15","3","1","2","15","2","3","13","11","10","7"
"423","423","31","1","2","249","3","6","4","2","2","2","76","1","2","8","3","2","6172","20739","4","1","18","3","2","0","12","3","2","7","7","7","7"
"424","424","18","0","1","1124","2","1","3","2","4","1","97","3","1","3","4","1","1611","19305","1","0","15","3","3","0","0","5","4","0","0","0","0"
"425","425","28","0","2","736","3","26","3","2","3","2","48","2","2","8","1","2","4724","24232","1","0","11","3","3","1","5","0","3","5","3","0","4"
"426","426","43","0","2","415","3","25","3","4","3","2","79","2","3","8","4","3","10798","5268","5","0","13","3","3","1","18","5","3","1","0","0","0"
"427","427","30","0","1","990","2","7","3","6","3","2","64","3","1","7","3","3","1274","7152","1","0","13","3","2","2","1","2","2","1","0","0","0"
"428","428","21","0","2","996","2","3","2","4","4","2","100","2","1","7","3","1","3230","10531","1","0","17","3","1","0","3","4","4","3","2","1","0"
"429","429","32","1","2","515","2","1","3","2","4","2","62","2","1","3","3","1","3730","9571","0","1","14","3","4","0","4","2","1","3","2","1","2"
"430","430","34","0","2","470","2","2","4","2","4","2","84","2","2","5","1","2","5957","23687","6","0","13","3","2","1","13","3","3","11","9","5","9"
"431","431","27","0","2","1377","3","2","3","2","4","2","74","3","2","8","3","1","4478","5242","1","1","11","3","1","0","5","3","3","5","4","0","4"
"432","432","40","0","1","458","2","16","2","2","3","2","74","3","1","7","3","3","3544","8532","9","0","16","3","2","1","6","0","3","4","2","0","0"
"433","433","49","1","3","1475","2","28","2","2","1","2","97","2","2","3","1","1","4284","22710","3","0","20","4","1","0","20","2","3","4","3","1","3"
"434","434","29","0","2","590","2","4","3","6","4","1","91","2","1","7","1","3","2109","10007","1","0","13","3","3","1","1","2","3","1","0","0","0"
"435","435","40","0","2","658","3","10","4","3","1","2","67","2","3","8","2","3","9705","20652","2","0","12","3","2","1","11","2","2","1","0","0","0"
"436","436","27","0","2","1130","3","8","4","3","2","1","56","3","2","8","2","2","6214","3415","1","0","18","3","1","1","8","3","3","8","7","0","7"
"437","437","28","1","2","890","2","2","4","4","3","2","46","3","1","7","3","1","4382","16374","6","0","17","3","4","0","5","3","2","2","2","2","1"
"438","438","26","0","2","157","2","1","3","4","3","2","95","3","1","3","1","1","2867","20006","0","0","13","3","4","0","8","6","2","7","7","7","6"
"439","439","50","1","2","869","3","3","2","3","1","2","86","2","1","9","3","2","2683","3810","1","1","14","3","3","0","3","2","3","3","2","0","2"
"440","440","38","0","2","827","2","1","4","2","2","1","33","4","2","1","4","1","7625","19383","0","0","13","3","3","0","10","4","2","9","7","1","8"
"441","441","32","0","3","1316","2","2","2","2","4","1","38","3","2","7","3","1","4998","2338","4","1","14","3","4","0","10","2","3","8","7","0","7"
"442","442","29","0","2","1082","2","9","4","4","4","1","43","3","1","3","3","2","2974","25412","9","0","17","3","3","1","9","2","3","5","3","1","2"
"443","443","28","1","2","529","2","2","4","2","1","2","79","3","1","3","3","1","3485","14935","2","0","11","3","3","0","5","5","1","0","0","0","0"
"444","444","44","0","2","528","1","1","3","2","3","1","44","3","1","2","4","3","3195","4167","4","1","18","3","1","3","8","2","3","2","2","2","2"
"445","445","46","0","2","734","2","2","4","4","3","2","46","3","5","6","4","3","19328","14218","7","1","17","3","3","1","24","3","3","2","1","2","2"
"446","446","47","0","2","465","2","1","3","6","1","2","74","3","1","7","4","2","3420","10205","7","0","12","3","3","1","17","2","2","6","5","1","2"
"447","447","38","0","3","1189","2","1","3","2","4","2","90","3","2","7","4","2","4735","9867","7","0","15","3","4","2","19","4","4","13","11","2","9"
"448","448","42","0","2","1128","2","13","3","4","2","2","95","4","2","1","1","2","5538","5696","5","0","18","3","3","2","10","2","2","0","0","0","0"
"449","449","38","0","3","653","2","29","5","2","4","1","50","3","2","3","4","1","2406","5456","1","0","11","3","4","0","10","2","3","10","3","9","9"
"450","450","45","0","1","336","3","26","3","3","1","2","52","2","2","8","1","2","4385","24162","1","0","15","3","1","1","10","2","3","10","7","4","5"
"451","451","33","0","2","501","2","15","2","4","2","1","95","3","2","1","4","2","4878","21653","0","1","13","3","1","1","10","6","3","9","7","8","1"
"452","452","44","0","2","1467","2","20","3","2","4","2","49","3","1","7","2","1","3420","21158","1","0","13","3","3","0","6","3","2","5","2","1","3"
"453","453","35","1","2","303","3","27","3","2","3","2","84","3","2","8","4","1","5813","13492","1","1","18","3","4","0","10","2","3","10","7","7","7"
"454","454","33","0","2","217","3","10","4","3","2","2","43","3","2","8","3","1","5487","10410","1","0","14","3","2","0","10","2","2","10","4","0","9"
"455","455","48","0","2","1236","2","1","4","2","4","1","40","2","4","4","1","2","15402","17997","7","0","11","3","1","1","21","3","1","3","2","0","2"
"456","456","40","0","2","611","3","7","4","4","2","2","88","3","5","4","2","1","19833","4349","1","0","14","3","2","0","21","3","2","21","8","12","8"
"457","457","31","0","2","1112","3","5","4","2","1","1","67","3","2","8","4","2","5476","22589","1","0","11","3","1","2","10","2","3","10","0","0","2"
"458","458","51","0","2","632","3","21","4","3","3","2","71","3","2","8","4","1","5441","8423","0","1","22","4","4","0","11","2","1","10","7","1","0"
"459","459","56","0","2","1255","2","1","2","2","1","1","90","3","1","7","1","2","2066","10494","2","0","22","4","4","1","5","3","4","3","2","1","0"
"460","460","36","0","2","172","2","4","4","2","1","2","37","2","2","3","4","1","5810","22604","1","0","16","3","3","0","10","2","2","10","4","1","8"
"461","461","42","0","3","1474","2","5","2","5","2","2","97","3","1","3","3","2","2093","9260","4","0","17","3","4","1","8","4","3","2","2","2","0"
"462","462","36","0","2","311","2","7","3","2","1","2","77","3","1","3","2","1","2013","10950","2","0","11","3","3","0","15","4","3","4","3","1","3"
"463","463","50","0","3","809","3","12","3","3","3","1","77","3","3","8","4","1","9208","6645","4","0","11","3","4","0","16","3","3","2","2","2","1"
"464","464","31","0","3","163","2","24","1","6","4","1","30","3","2","5","4","1","5238","6670","2","0","20","4","4","0","9","3","2","5","4","1","4"
"465","465","43","1","3","807","2","17","3","6","3","2","38","2","1","7","3","2","2437","15587","9","1","16","3","4","1","6","4","3","1","0","0","0"
"466","466","38","0","2","371","2","2","3","2","4","2","45","3","1","7","4","1","3944","4306","5","1","11","3","3","0","6","3","3","3","2","1","2"
"467","467","36","0","2","1157","3","2","4","2","3","2","70","3","1","9","4","1","2644","17001","3","1","21","4","4","0","7","3","2","3","2","1","2"
"468","468","36","0","2","132","2","6","3","2","2","1","55","4","1","3","4","2","3038","22002","3","0","12","3","2","0","5","3","3","1","0","0","0"
"469","469","26","1","1","265","3","29","2","4","2","2","79","1","2","8","1","1","4969","21813","8","0","18","3","4","0","7","6","3","2","2","2","2"
"470","470","53","0","2","1084","2","13","2","4","4","1","57","4","2","5","1","3","4450","26250","1","0","11","3","3","2","5","3","3","4","2","1","3"
"471","471","27","0","2","1354","2","2","4","6","2","2","41","3","1","7","2","2","2226","6073","1","0","11","3","3","1","6","3","2","5","3","1","2"
"472","472","29","1","3","459","2","24","2","2","4","2","73","2","1","7","4","1","2439","14753","1","1","24","4","2","0","1","3","2","1","0","1","0"
"473","473","45","0","2","193","2","6","4","5","4","2","52","3","3","6","1","2","13245","15067","4","1","14","3","2","0","17","3","4","0","0","0","0"
"474","474","45","0","2","1316","2","29","3","4","3","2","83","3","1","7","4","1","3452","9752","5","0","13","3","2","0","9","2","2","6","5","0","3"
"475","475","28","0","2","895","2","15","2","2","1","2","50","3","1","3","3","3","2207","22482","1","0","16","3","4","1","4","5","2","4","2","2","2"
"476","476","46","0","3","1211","3","5","4","3","1","2","98","3","2","8","4","1","5772","20445","4","1","21","4","3","0","14","4","3","9","6","0","8"
"477","477","37","0","2","342","3","16","4","3","4","2","66","2","2","8","3","3","6334","24558","4","0","19","3","4","2","9","2","3","1","0","0","0"
"478","478","26","0","2","775","3","29","2","4","1","2","45","3","2","8","3","3","4306","4267","5","0","12","3","1","2","8","5","3","0","0","0","0"
"479","479","52","0","2","258","2","8","4","5","3","1","54","3","1","3","1","2","2950","17363","9","0","13","3","3","0","12","2","1","5","4","0","4"
"480","480","37","0","2","161","2","10","3","2","3","1","42","4","3","6","4","2","13744","15471","1","1","25","4","1","1","16","2","3","16","11","6","8"
"481","481","29","0","2","136","2","1","3","2","1","2","89","3","2","1","1","2","5373","6225","0","0","12","3","1","1","6","5","2","5","3","0","2"
"482","482","31","0","2","1222","2","11","4","2","4","2","48","3","1","7","4","2","2356","14871","3","1","19","3","2","1","8","2","3","6","4","0","2"
"483","483","34","0","3","735","2","22","4","5","3","2","86","2","2","7","4","2","5747","26496","1","1","15","3","2","0","16","3","3","15","10","6","11"
"484","484","56","0","2","713","2","8","3","2","3","1","67","3","1","7","1","3","4257","13939","4","1","18","3","3","1","19","3","3","2","2","2","2"
"485","485","58","1","2","147","2","23","4","4","4","1","94","3","3","1","4","2","10312","3465","1","0","12","3","4","1","40","3","2","40","10","15","6"
"486","486","41","1","2","1102","3","1","2","2","2","1","94","3","2","8","4","1","5993","19479","8","1","11","3","1","0","8","0","1","6","4","0","5"
"487","487","30","1","2","945","3","9","3","4","2","2","89","3","1","9","4","1","1081","16019","1","0","13","3","3","0","1","3","2","1","0","0","0"
"488","488","31","0","2","670","2","26","1","2","1","2","31","3","1","7","3","3","2911","15170","1","0","17","3","4","1","5","1","2","5","2","4","3"
"489","489","48","1","2","626","2","1","2","2","1","2","98","2","3","3","3","1","5381","19294","9","1","13","3","4","0","23","2","3","1","0","0","0"
"490","490","34","0","2","970","2","8","2","4","2","1","96","3","2","1","3","1","6142","7360","3","0","11","3","4","0","10","2","3","5","1","4","3"
"491","491","49","0","3","636","2","10","4","2","3","1","35","3","5","6","1","1","18665","25594","9","1","11","3","4","0","22","4","3","3","2","1","2"
"492","492","50","0","2","1322","2","28","3","2","4","1","43","3","4","6","1","2","16880","22422","4","1","11","3","2","0","25","2","3","3","2","1","2"
"493","493","29","0","2","469","3","10","3","4","3","2","42","2","2","8","3","1","5869","23413","9","0","11","3","3","0","8","2","3","5","2","1","4"
"494","494","35","0","2","1029","2","16","3","2","4","1","91","2","3","1","2","1","8606","21195","1","0","19","3","4","0","11","3","1","11","8","3","3"
"495","495","36","0","2","1266","3","10","4","6","2","1","63","2","2","8","3","2","5673","6060","1","1","13","3","1","1","10","4","3","10","9","1","7"
"496","496","51","0","2","1318","3","26","4","3","1","1","66","3","4","4","3","2","16307","5594","2","0","14","3","3","1","29","2","2","20","6","4","17"
"497","497","45","0","2","192","2","10","2","2","1","2","69","3","1","7","4","2","2654","9655","3","0","21","4","4","2","8","3","2","2","2","0","2"
"498","498","37","0","3","889","2","9","3","4","2","2","53","3","1","7","4","2","2326","11411","1","1","12","3","3","3","4","3","2","4","2","1","2"
"499","499","36","0","2","1299","2","27","3","4","3","2","94","3","2","1","3","2","5237","16577","6","0","13","3","2","2","17","3","2","7","7","7","7"
"500","500","39","0","1","1251","3","21","4","2","1","1","32","1","2","8","3","2","5736","3987","6","0","19","3","3","1","10","1","3","3","2","1","2"
"501","501","58","1","2","601","2","7","4","4","3","1","53","2","3","5","1","2","10008","12023","7","1","14","3","4","0","31","0","2","10","9","5","9"
"502","502","28","1","2","103","2","24","3","2","3","2","50","2","1","3","3","1","2028","12947","5","1","14","3","2","0","6","4","3","4","2","0","3"
"503","503","48","1","3","708","3","7","2","4","4","1","95","3","1","9","3","2","2655","11740","2","1","11","3","3","2","19","3","3","9","7","7","7"
"504","504","29","0","2","1389","2","21","4","2","2","1","51","4","3","5","1","3","9980","10195","1","0","11","3","3","1","10","1","3","10","9","8","8"
"505","505","47","0","2","359","2","2","4","4","1","1","82","3","4","6","3","2","17169","26703","3","0","19","3","2","2","26","2","4","20","17","5","6"
"506","506","32","0","2","824","2","5","2","2","4","1","67","2","2","7","2","2","5878","15624","3","0","12","3","1","1","12","2","3","7","1","2","5"
"507","507","33","1","2","350","3","5","3","3","4","1","34","3","1","9","3","1","2851","9150","1","1","13","3","2","0","1","2","3","1","0","0","0"
"508","508","51","0","3","541","3","2","3","3","2","2","52","3","3","8","2","2","10596","15395","2","0","11","3","2","0","14","5","3","4","2","3","2"
"509","509","37","0","3","319","3","4","4","3","1","2","41","3","1","9","4","3","2793","2539","4","0","17","3","3","1","13","2","3","9","8","5","8"
"510","510","41","1","2","1360","2","12","3","6","2","1","49","3","5","6","3","2","19545","16280","1","0","12","3","4","0","23","0","3","22","15","15","8"
"511","511","38","0","2","345","3","10","2","2","1","1","100","3","2","8","4","2","5343","5982","1","0","11","3","3","1","10","1","3","10","7","1","9"
"512","512","39","0","1","1485","2","25","2","2","3","2","71","3","3","1","3","2","10920","3449","3","0","21","4","2","1","13","2","3","6","4","0","5"
"513","513","32","0","3","585","2","10","3","2","1","2","56","3","1","7","3","2","3433","17360","6","0","13","3","1","1","10","3","2","5","2","1","3"
"514","514","33","0","3","515","2","1","2","2","1","1","98","3","3","6","4","1","13458","15146","1","1","12","3","3","0","15","1","3","15","14","8","12"
"515","515","21","0","1","895","3","9","2","4","1","2","39","3","1","9","4","1","2610","2851","1","0","24","4","3","0","3","3","2","3","2","2","2"
"516","516","51","0","2","1302","2","2","3","4","4","2","84","1","2","5","2","3","5482","16321","5","0","18","3","4","1","13","3","3","4","1","1","2"
"517","517","25","1","2","867","3","19","2","3","3","2","36","2","1","9","2","2","2413","18798","1","1","18","3","3","3","1","2","3","1","0","0","0"
"518","518","42","0","2","855","2","12","3","4","2","2","57","3","1","3","2","3","2766","8952","8","0","22","4","2","3","7","6","2","5","3","0","4"
"519","519","30","0","2","1138","2","6","3","6","1","1","48","2","2","3","4","2","4627","23631","0","0","12","3","1","1","10","6","3","9","2","6","7"
"520","520","56","1","2","1162","2","24","2","2","1","2","97","3","1","3","4","1","2587","10261","1","0","16","3","4","0","5","3","3","4","2","1","0"
"521","521","34","0","3","702","2","16","4","2","3","1","100","2","1","7","4","1","2553","8306","1","0","16","3","3","0","6","3","3","5","2","1","3"
"522","522","28","1","2","329","2","24","3","4","3","2","51","3","1","3","2","2","2408","7324","1","1","17","3","3","3","1","3","3","1","1","0","0"
"523","523","45","0","2","1339","2","7","3","2","2","2","59","3","3","7","1","3","9724","18787","2","0","17","3","3","1","25","2","3","1","0","0","0"
"524","524","49","0","2","1245","2","18","4","2","4","2","58","2","5","6","3","3","19502","2125","1","1","17","3","3","1","31","5","3","31","9","0","9"
"525","525","59","0","2","142","2","3","3","2","3","2","70","2","1","7","4","2","2177","8456","3","0","17","3","1","1","7","6","3","1","0","0","0"
"526","526","53","0","3","124","3","2","3","3","3","1","38","2","3","8","2","2","7525","23537","2","0","12","3","1","1","30","2","3","15","7","6","12"
"527","527","45","0","2","1268","3","4","2","2","3","1","30","3","2","8","1","3","5006","6319","4","1","11","3","1","1","9","3","4","5","4","0","3"
"528","528","31","0","2","1332","2","11","2","4","3","2","80","3","2","1","1","2","6833","17089","1","1","12","3","4","0","6","2","2","6","5","0","1"
"529","529","35","0","2","1214","2","1","3","4","2","2","30","2","1","7","3","1","2859","26278","1","0","18","3","1","0","6","3","3","6","4","0","4"
"530","530","56","1","2","441","2","14","4","2","2","1","72","3","1","7","2","2","4963","4510","9","1","18","3","1","3","7","2","3","5","4","4","3"
"531","531","38","0","2","330","2","17","1","2","3","1","65","2","3","1","3","2","8823","24608","0","0","18","3","1","1","20","4","2","19","9","1","9"
"532","532","36","0","2","884","3","1","4","2","2","1","73","3","2","8","3","1","6815","21447","6","0","13","3","1","0","15","5","3","1","0","0","0"
"533","533","29","0","2","1252","2","23","2","2","3","2","81","4","1","7","3","2","2700","23779","1","0","24","4","3","1","10","3","3","10","7","0","7"
"534","534","32","0","1","1146","2","15","4","4","3","1","34","3","2","1","4","3","6667","16542","5","0","18","3","2","1","9","6","3","5","1","1","2"
"535","535","29","1","2","318","2","8","4","5","2","2","77","1","1","3","1","2","2119","4759","1","1","11","3","4","0","7","4","2","7","7","0","7"
"536","536","43","0","1","1344","2","7","3","4","4","2","37","4","1","7","4","3","2089","5228","4","0","14","3","4","3","7","3","4","5","4","2","2"
"537","537","38","0","2","130","3","2","2","3","4","2","32","3","3","8","2","1","7351","20619","7","0","16","3","3","0","10","2","3","1","0","0","0"
"538","538","42","0","2","544","1","2","1","6","3","2","52","3","1","2","3","3","2696","24017","0","1","11","3","3","1","4","5","3","3","2","1","0"
"539","539","24","1","2","1448","3","1","1","6","1","1","62","3","1","9","2","1","3202","21972","1","1","16","3","2","0","6","4","3","5","3","1","4"
"540","540","42","0","2","647","3","4","4","3","2","2","45","3","2","8","1","1","5155","2253","7","0","13","3","4","0","9","3","4","6","4","1","5"
"541","541","30","0","2","853","2","7","4","2","3","2","49","3","2","3","3","3","3491","11309","1","0","13","3","1","3","10","4","2","10","7","8","9"
"542","542","33","0","2","867","2","8","4","2","4","2","90","4","1","7","1","2","3143","6076","6","0","19","3","2","1","14","1","3","10","8","7","6"
"543","543","27","0","1","1450","2","3","3","4","3","2","79","2","1","7","3","3","2566","25326","1","1","15","3","4","1","1","2","2","1","1","0","1"
"544","544","38","0","2","1261","2","2","4","2","4","2","88","3","2","5","3","2","6553","7259","9","0","14","3","2","0","14","3","3","1","0","0","0"
"545","545","34","0","2","121","2","2","4","4","3","1","86","2","1","7","1","1","4381","7530","1","0","11","3","3","0","6","3","3","6","5","1","3"
"546","546","34","0","2","678","2","19","3","2","2","1","35","2","1","7","4","2","2929","20338","1","0","12","3","2","0","10","3","3","10","9","8","7"
"547","547","49","0","2","527","2","8","2","5","1","1","51","3","3","3","2","2","7403","22477","4","0","11","3","3","1","29","3","2","26","9","1","7"
"548","548","40","0","3","720","2","16","4","4","1","2","51","2","2","3","3","1","5094","11983","6","0","14","3","4","0","10","6","3","1","0","0","0"
"549","549","38","0","2","849","2","25","2","2","1","1","81","2","3","6","2","2","12061","26707","3","0","17","3","3","1","19","2","3","10","8","0","1"
"550","550","45","0","2","788","1","24","4","4","2","2","36","3","1","2","2","1","2177","8318","1","0","16","3","1","0","6","3","3","6","3","0","4"
"551","551","41","0","2","314","1","1","3","1","4","2","59","2","5","4","3","2","19189","19562","1","0","12","3","2","1","22","3","3","22","7","2","10"
"552","552","28","0","2","1169","1","8","2","4","2","2","63","2","1","2","4","3","4936","23965","1","0","13","3","4","1","6","6","3","5","1","0","4"
"553","553","36","0","3","1213","1","2","1","1","2","2","94","2","2","2","4","1","3886","4223","1","0","21","4","4","0","10","2","2","10","1","0","8"
"554","554","48","0","2","1469","2","20","4","4","4","2","51","3","1","7","3","2","2259","5543","4","0","17","3","1","2","13","2","2","0","0","0","0"
"555","555","40","0","1","1151","2","9","5","2","4","2","63","2","2","1","4","2","4876","14242","9","0","14","3","4","1","5","5","1","3","2","0","2"
"556","556","37","0","2","558","3","2","3","3","4","2","75","3","2","8","3","2","9602","3010","4","1","11","3","3","1","17","3","2","3","0","1","0"
"557","557","54","0","2","548","2","8","4","2","3","1","42","3","2","3","3","1","3780","23428","7","0","11","3","3","0","19","3","3","1","0","0","0"
"558","558","34","0","2","254","2","1","2","2","2","2","83","2","1","7","4","2","3622","22794","1","1","13","3","4","1","6","3","3","6","5","1","3"
"559","559","42","0","2","933","2","29","3","2","2","2","98","3","2","5","2","2","4434","11806","1","0","13","3","4","1","10","3","2","9","8","7","8"
"560","560","26","0","2","933","3","1","3","2","3","2","57","3","2","8","3","2","5296","20156","1","0","17","3","2","1","8","3","3","8","7","7","7"
"561","561","36","0","3","1480","2","3","2","4","4","2","30","3","1","3","2","1","2088","15062","4","0","12","3","3","0","13","3","2","8","7","7","2"
"562","562","58","0","3","1216","2","15","4","2","1","2","87","3","4","6","3","2","15787","21624","2","1","14","3","2","0","23","3","3","2","2","2","2"
"563","563","27","0","2","1134","2","16","4","6","3","1","37","3","1","3","2","2","2811","12086","9","0","14","3","2","1","4","2","3","2","2","2","2"
"564","564","31","0","1","697","2","10","3","4","3","1","40","3","3","6","3","2","11031","26862","4","0","20","4","3","1","13","2","4","11","7","4","8"
"565","565","30","0","2","921","2","1","3","2","4","2","38","1","1","3","3","2","3833","24375","3","0","21","4","3","2","7","2","3","2","2","0","2"
"566","566","44","0","2","1037","2","1","3","4","2","2","42","3","1","7","4","1","2436","13422","6","1","12","3","3","0","6","2","3","4","3","1","2"
"567","567","32","0","2","128","2","2","1","6","4","2","84","2","2","3","1","1","2176","19737","4","0","13","3","4","0","9","5","3","6","2","0","4"
"568","568","30","1","2","740","3","1","3","2","2","2","64","2","2","8","1","2","9714","5323","1","0","11","3","4","1","10","4","3","10","8","6","7"
"569","569","42","0","2","462","3","14","2","4","3","1","68","2","2","8","3","1","6244","7824","7","0","17","3","1","0","10","6","3","5","4","0","3"
"570","570","50","0","2","939","2","24","3","2","4","2","95","3","4","5","3","2","13973","4161","3","1","18","3","4","1","22","2","3","12","11","1","5"
"571","571","41","0","2","337","3","8","3","3","3","1","54","3","2","8","2","2","4393","26841","5","0","21","4","3","1","14","3","3","5","4","1","4"
"572","572","21","1","2","1427","2","18","1","5","4","1","65","3","1","7","4","1","2693","8870","1","0","19","3","1","0","1","3","2","1","0","0","0"
"573","573","28","0","3","783","3","1","2","2","3","2","42","2","2","8","4","2","6834","19255","1","1","12","3","3","1","7","2","3","7","7","0","7"
"574","574","34","0","2","810","3","8","2","6","2","2","92","4","2","8","3","2","6799","22128","1","0","21","4","3","2","10","5","3","10","8","4","8"
"575","575","26","0","2","703","3","28","2","3","1","2","66","3","2","8","2","2","6272","7428","1","0","20","4","4","2","6","5","4","5","3","1","4"
"576","576","37","0","2","1115","2","1","4","2","1","2","51","2","2","5","3","3","5993","2689","1","0","18","3","3","1","7","2","4","7","5","0","7"
"577","577","38","0","2","1404","3","1","3","2","1","2","59","2","1","9","1","1","2858","11473","4","0","14","3","1","0","20","3","2","1","0","0","0"
"578","578","44","0","1","981","2","5","3","2","3","2","90","2","1","3","3","1","3162","7973","3","0","14","3","4","0","7","5","3","5","2","0","3"
"579","579","39","0","3","711","2","4","3","4","1","1","81","3","2","5","3","1","5042","3140","0","0","13","3","4","0","10","2","1","9","2","3","8"
"580","580","29","0","2","1329","2","7","3","2","3","2","82","3","2","1","4","3","6623","4204","1","1","11","3","2","2","6","2","3","6","0","1","0"
"581","581","25","0","2","882","2","19","1","4","4","2","67","3","1","3","4","2","3669","9075","3","0","11","3","3","3","7","6","2","3","2","1","2"
